,user_id,action,time,post_id,comment_id,reply_comment_id,comment
18,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1587735236.891776,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
19,xCERWVCZU9c7O9ngVpnhtk1o66g2,comment_post,1587735243.7330966,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,wptDGPnHLMtem54,,cvxcvxcv
20,xCERWVCZU9c7O9ngVpnhtk1o66g2,comment_post,1587735296.4515035,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,DBJ6bysC3ctdHL1,,fgsdfgsdf
21,xCERWVCZU9c7O9ngVpnhtk1o66g2,comment_post,1587735299.949001,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,CK2JoKAePNpPix8,,fgsdfgsdf
22,xCERWVCZU9c7O9ngVpnhtk1o66g2,comment_post,1587735301.225047,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,idmKzZLgeSKMT1p,,fgsdfgsdf
23,xCERWVCZU9c7O9ngVpnhtk1o66g2,comment_post,1587735301.8823314,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,xYRMsecTCB4q4r5,,fgsdfgsdf
24,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1587735362.0337608,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
25,xCERWVCZU9c7O9ngVpnhtk1o66g2,comment_post,1587735370.8287055,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,LmYe8FU5svEYieg,,vcbcvbcvb
26,xCERWVCZU9c7O9ngVpnhtk1o66g2,comment_post,1587735373.1963663,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,vcbcvbcvb
27,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1587735379.146901,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
28,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1587735384.1734335,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
29,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1587735401.0252824,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
30,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1587735409.7402835,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
31,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1587735411.7707212,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
32,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1587735418.1847105,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
33,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1587735421.088232,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
34,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1587735424.0743842,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
35,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1587735424.7787352,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
36,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1587735429.1731975,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
37,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1587735434.313581,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
38,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1587735437.2757096,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
39,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1587735452.1168506,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
40,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1587735464.9239519,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
41,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1587994617.0206664,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
42,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1587994665.2631412,https://www.argusleader.com/story/news/politics/2020/04/17/smithfield-coronavirus-south-dakota-not-tracking-negative-covid-19-tests-plant/5152603002/,,,
43,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1587994708.5807686,https://www.thedailybeast.com/jennings-ryan-staley-charged-after-allegedly-selling-fbi-agent-coronavirus-miracle-cure,,,
44,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1587994725.2047286,https://spectator.us/stanford-study-suggests-coronavirus-more-widespread-realized/,,,
45,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1587994911.13203,https://www.statnews.com/2020/04/17/nih-partners-with-16-drug-companies-in-hopes-of-accelerating-covid-19-treatments-and-vaccines/,,,
46,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588000622.7405238,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
47,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588000736.5840538,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
48,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588001493.8011892,https://www.argusleader.com/story/news/politics/2020/04/17/smithfield-coronavirus-south-dakota-not-tracking-negative-covid-19-tests-plant/5152603002/,,,
49,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_post,1588086223.0246735,https://www.chicagotribune.com/entertainment/music/ct-ent-fiona-apple-fetch-the-bolt-cutters-album-review-20200417-6cks6erlsrecllyzu4s7ilsybm-story.html,,,
50,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_post,1588086224.137088,https://www.chicagotribune.com/entertainment/music/ct-ent-fiona-apple-fetch-the-bolt-cutters-album-review-20200417-6cks6erlsrecllyzu4s7ilsybm-story.html,,,
51,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588086363.8910086,https://www.chicagotribune.com/entertainment/music/ct-ent-fiona-apple-fetch-the-bolt-cutters-album-review-20200417-6cks6erlsrecllyzu4s7ilsybm-story.html,,,
52,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588086375.860445,https://www.dexerto.com/gta/how-to-complete-gta-online-2-step-verification-to-get-500000-free-1354696,,,
53,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_post,1588088858.0438118,https://www.argusleader.com/story/news/politics/2020/04/17/smithfield-coronavirus-south-dakota-not-tracking-negative-covid-19-tests-plant/5152603002/,,,
54,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_post,1588088859.040714,https://www.argusleader.com/story/news/politics/2020/04/17/smithfield-coronavirus-south-dakota-not-tracking-negative-covid-19-tests-plant/5152603002/,,,
55,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588089267.123493,https://www.argusleader.com/story/news/politics/2020/04/17/smithfield-coronavirus-south-dakota-not-tracking-negative-covid-19-tests-plant/5152603002/,,,
56,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588089272.485062,https://www.argusleader.com/story/news/politics/2020/04/17/smithfield-coronavirus-south-dakota-not-tracking-negative-covid-19-tests-plant/5152603002/,,,
57,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588089292.9769433,https://www.medicalnewstoday.com/articles/covid-19-vaccine-may-be-ready-by-fall-and-other-reasons-for-hope,,,
58,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_post,1588089920.8066652,https://www.argusleader.com/story/news/politics/2020/04/17/smithfield-coronavirus-south-dakota-not-tracking-negative-covid-19-tests-plant/5152603002/,,,
59,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_post,1588089922.5431242,https://www.argusleader.com/story/news/politics/2020/04/17/smithfield-coronavirus-south-dakota-not-tracking-negative-covid-19-tests-plant/5152603002/,,,
60,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588090058.3396134,https://www.argusleader.com/story/news/politics/2020/04/17/smithfield-coronavirus-south-dakota-not-tracking-negative-covid-19-tests-plant/5152603002/,,,
61,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588090062.6706128,https://www.argusleader.com/story/news/politics/2020/04/17/smithfield-coronavirus-south-dakota-not-tracking-negative-covid-19-tests-plant/5152603002/,,,
62,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_post,1588097189.4457767,https://www.argusleader.com/story/news/politics/2020/04/17/smithfield-coronavirus-south-dakota-not-tracking-negative-covid-19-tests-plant/5152603002/,,,
63,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_post,1588097190.8698661,https://www.argusleader.com/story/news/politics/2020/04/17/smithfield-coronavirus-south-dakota-not-tracking-negative-covid-19-tests-plant/5152603002/,,,
64,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588099371.1422508,https://www.nationalreview.com/2020/04/who-chief-tedros-has-got-to-go/,,,
65,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588103109.5511842,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
66,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588103125.422793,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
67,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588103423.0168278,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
68,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588103764.9164286,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
69,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588103935.1540573,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
70,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588104382.795177,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
71,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588104396.6418564,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
72,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588104532.3942802,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
73,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588104980.8869734,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
74,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588105105.85707,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
75,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588105153.0578616,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
76,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588105464.6089075,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
77,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588105492.484755,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
78,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588105500.9233887,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
79,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588105501.9307563,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
80,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588105860.5273485,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
81,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588105865.0886555,https://www.nbcnews.com/think/opinion/netflix-s-blackaf-kenya-barris-dares-you-laugh-or-black-ncna1186606,,,
82,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588105896.5407164,https://www.cbs7.com/content/news/Ector-County-approves-new-drive-thru-COVID-testing-facility-569745311.html,,,
83,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588106202.3344624,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
84,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588106418.7623608,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
85,xCERWVCZU9c7O9ngVpnhtk1o66g2,view_post,1588143963.1527512,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,,,
86,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588143987.5727074,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
87,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588143989.170649,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
88,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588143992.2744946,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
89,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588143995.1687427,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
90,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588143996.1145825,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
91,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588143996.2900245,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
92,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588143996.4805868,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
93,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588143998.4498882,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
94,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588143998.6464438,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
95,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588143998.848151,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
96,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588143999.0556624,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
97,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144001.9125686,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
98,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144002.5996168,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
99,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144002.7994726,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
100,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144003.0717812,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
101,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144003.1857991,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
102,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144003.401358,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
103,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144003.6633573,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
104,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144003.8193338,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
105,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144013.7545588,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
106,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144013.9519556,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
107,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144014.1583955,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
108,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144014.310607,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
109,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144014.6142786,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
110,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144014.6858964,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
111,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144014.8734314,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
112,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144017.782966,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
113,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144017.9651446,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
114,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144018.143307,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
115,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144018.343013,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
116,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144018.53896,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
117,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144018.7332773,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
118,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144018.9287586,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
119,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144019.141909,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
120,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144019.322176,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
121,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144025.703187,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
122,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144026.2434785,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
123,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144026.4470148,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
124,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144026.638051,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
125,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144026.837851,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
126,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144027.0384812,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
127,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144027.2359607,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
128,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144027.4455144,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
129,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144027.6670475,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
130,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144027.8739455,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
131,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144028.086146,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
132,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144028.2893164,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
133,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144028.5094905,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
134,xCERWVCZU9c7O9ngVpnhtk1o66g2,like_comment_post,1588144028.7286394,https://www.wsj.com/articles/senior-mexican-health-official-questions-how-deadly-coronavirus-really-is-11587133043,7BxHH05asuwFkep,,
